0.0 2580.93428744 2183.74220105 1204.93720165 1732.43997674 1961.9357264 1219.47951096 822.10349771 1969.46847573 1378.92020482 24.0974046561 2315.77808999 1515.5712381 2457.096603 1761.8637811 2425.70724016 2434.49418874 2434.49418874 2353.74789345 2376.61349262 336.967046788 2120.80511948 2217.33413152 329.146637838 1573.36266783 2129.90706471 2162.31471111 1100.04763848 2281.75648359 1530.87222048
2580.93428744 0.0 399.059457778 2091.42617821 848.568642645 642.21091547 1549.1400766 1765.48543175 611.621394128 2072.94630175 2590.86919793 1258.48455302 1120.81129433 250.358771427 941.788794585 196.235674421 190.205093151 190.205093151 313.083370907 270.687274753 2295.16696778 481.526542736 609.41474521 2678.13869035 1035.79521158 1197.02811096 429.780048543 2500.63752586 393.743869124 1344.2791934
2183.74220105 399.059457778 0.0 1733.22111738 451.829638102 293.905321368 1197.56458493 1366.80482781 215.33770365 1733.07988034 2193.31675028 1185.53398362 729.255634421 319.069112375 626.500063215 284.217745368 292.399876055 292.399876055 235.648273981 279.411821745 1902.78077591 178.558324511 491.20275254 2279.42640412 660.812417712 1064.83903846 58.7516913015 2133.76503182 291.254297503 992.21028467
1204.93720165 2091.42617821 1733.22111738 0.0 1398.42063381 1671.30688393 1535.25111032 895.497691264 1574.30683553 174.171852157 1192.89205905 2493.84739464 1044.52369464 1876.62379202 1692.88295671 2017.3697217 2025.46213699 2025.46213699 1786.75201994 2005.43113796 1220.22037318 1778.58223926 2039.14922775 1021.96188266 1439.89551656 2296.26896001 1684.39002448 418.394912397 1968.06231131 747.149591573
1732.43997674 848.568642645 451.829638102 1398.42063381 0.0 275.623231954 804.649065261 918.198293941 237.033788453 1434.80101129 1742.30291186 1191.36171395 354.570031272 744.641073003 397.508569859 702.175651553 711.031751544 711.031751544 644.037182072 663.624321413 1451.73583368 409.184014639 641.0471326 1837.75156879 262.301782472 1016.49044214 435.693008288 1772.55187695 593.524595074 717.341191703
1961.9357264 642.21091547 293.905321368 1671.30688393 275.623231954 0.0 912.5144328 1163.65905545 163.786528756 1701.54139158 1973.6270453 994.367604756 626.861362902 612.204283165 333.434406858 467.644580747 476.245926388 476.245926388 528.563543442 414.747816084 1663.98963542 161.887294257 374.112614273 2089.59508325 395.785204633 843.185599088 315.756028384 2048.05612162 326.313115534 971.521718192
1219.47951096 1549.1400766 1197.56458493 1535.25111032 804.649065261 912.5144328 0.0 662.574224996 999.256994351 1654.10966467 1237.76205226 1110.16545366 863.91814466 1514.96322206 616.203471658 1362.66533425 1370.5765863 1370.5765863 1421.96597419 1297.41110567 884.541667372 1069.13913581 1055.65485516 1448.97840565 547.785989986 917.338909374 1203.35235914 1768.03066863 1182.00131032 1183.21803258
822.10349771 1765.48543175 1366.80482781 895.497691264 918.198293941 1163.65905545 662.574224996 0.0 1154.312518 1033.83538639 829.851652151 1725.23905939 698.525564709 1635.12764411 1020.38569803 1618.55500541 1627.40330353 1627.40330353 1531.76800759 1574.77499282 585.546018493 1317.64639567 1459.70973332 926.615104118 794.947319164 1525.34162638 1342.81254047 1105.58754822 1489.13236329 799.562158507
1969.46847573 611.621394128 215.33770365 1574.30683553 237.033788453 163.786528756 999.256994351 1154.312518 0.0 1590.79023468 1979.29391195 1156.26509259 542.131464493 519.688583294 470.637902345 471.753757902 480.559508748 480.559508748 423.468170044 441.541012247 1687.44310781 205.06854301 510.545786672 2071.04300352 454.558399587 1006.94831415 206.376477716 1964.14439472 393.895926821 851.455395497
1378.92020482 2072.94630175 1733.07988034 174.171852157 1434.80101129 1701.54139158 1654.10966467 1033.83538639 1590.79023468 0.0 1366.71736689 2568.10765405 1081.35139547 1847.30632113 1756.69338846 2015.29389379 2023.02970702 2023.02970702 1762.86965796 2010.11231396 1390.24371882 1795.82440344 2074.20745513 1189.43799234 1506.42643875 2373.31568318 1681.0867168 508.14122885 1983.58608083 741.846482372
